Site Occupation Location,Toponyms,SubOc1,Period,Period No.,Period Start,Period End,Estimated Span,Area
6569,Pian di Spille,A,Republican Period,7,-300,-30,270,0.059999999
6570,Pian di Spille,A,Republican Period,7,-100,-30,70,0.039999999
6570,Pian di Spille,A,Early Imperial Period,8,-30,100,130,0.039999999
6570,Pian di Spille,A,Mid-Imperial Period,9,100,200,100,0.039999999
6571,Pian di Spille,A,Republican Period,7,-300,-30,270,0.2
6571,Pian di Spille,A,Early Imperial Period,8,-30,100,130,0.2
6571,Pian di Spille,A,Mid-Imperial Period,9,100,300,200,0.2
6571,Pian di Spille,A,Late Imperial Period,10,300,400,100,0.2
6572,Voltone,A,Republican Period,7,-100,-30,70,0.029999999
6573,Casale Voltone,A,Republican Period,7,-100,-30,70,0.69999999
6573,Casale Voltone,A,Early Imperial Period,8,-30,100,130,0.69999999
6573,Casale Voltone,A,Mid-Imperial Period,9,100,300,200,0.69999999
6573,Casale Voltone,A,Late Imperial Period,10,300,400,100,0.69999999
6574,Voltone,A,Republican Period,7,-100,-30,70,0.40000001
6574,Voltone,A,Early Imperial Period,8,-30,100,130,0.40000001
6574,Voltone,A,Mid-Imperial Period,9,100,300,200,0.40000001
6575,Arcipretura,A,Republican Period,7,-300,-30,270,0.1
6575,Arcipretura,A,Early Imperial Period,8,-30,100,130,0.1
6575,Arcipretura,A,Mid-Imperial Period,9,100,300,200,0.1
6575,Arcipretura,A,Late Imperial Period,10,300,500,200,0.1
6576,Procoio,A,Republican Period,7,-300,-30,270,0.079999998
6576,Procoio,A,Early Imperial Period,8,-30,50,80,0.079999998
6577,Brocchialone,A,Republican Period,7,-300,-30,270,0.090000004
6577,Brocchialone,A,Early Imperial Period,8,-30,50,80,0.090000004
6578,Portaccia,A,Republican Period,7,-300,-30,270,0.090000004
6578,Portaccia,A,Early Imperial Period,8,-30,50,80,0.090000004
6579,Portaccia,A,Republican Period,7,-300,-30,270,0.090000004
6579,Portaccia,A,Early Imperial Period,8,-30,50,80,0.090000004
6580,Portaccia,A,Republican Period,7,-300,-30,270,0.12
6580,Portaccia,A,Early Imperial Period,8,-30,100,130,0.12
6581,Piane del Mignone,A,Republican Period,7,-300,-30,270,0.1
6581,Piane del Mignone,A,Early Imperial Period,8,-30,100,130,0.1
6581,Piane del Mignone,A,Mid-Imperial Period,9,100,300,200,0.1
6581,Piane del Mignone,A,Late Imperial Period,10,300,500,200,0.1
6582,Poggio della Nebbia,A,Republican Period,7,-300,-30,270,0.5
6582,Poggio della Nebbia,A,Early Imperial Period,8,-30,100,130,0.5
6582,Poggio della Nebbia,A,Mid-Imperial Period,9,100,300,200,0.5
6582,Poggio della Nebbia,A,Late Imperial Period,10,300,500,200,0.5
6583,Monna Felice,A,Republican Period,7,-300,-30,270,0.1
6583,Monna Felice,A,Early Imperial Period,8,-30,100,130,0.1
6583,Monna Felice,A,Mid-Imperial Period,9,100,300,200,0.1
6583,Monna Felice,A,Late Imperial Period,10,300,500,200,0.1
6584,Fontana di Campo Reale,A,Republican Period,7,-300,-30,270,0.079999998
6584,Fontana di Campo Reale,A,Early Imperial Period,8,-30,100,130,0.079999998
6584,Fontana di Campo Reale,A,Mid-Imperial Period,9,100,300,200,0.079999998
6584,Fontana di Campo Reale,A,Late Imperial Period,10,300,500,200,0.079999998
6585,Torre Valdaliga,A,Early Imperial Period,8,-30,100,130,4.5
6585,Torre Valdaliga,A,Mid-Imperial Period,9,100,300,200,4.5
6585,Torre Valdaliga,A,Late Imperial Period,10,300,500,200,4.5
6586,Frassinello,A,Republican Period,7,-300,-30,270,0.090000004
6586,Frassinello,A,Early Imperial Period,8,-30,100,130,0.090000004
6586,Frassinello,A,Mid-Imperial Period,9,100,300,200,0.090000004
6586,Frassinello,A,Late Imperial Period,10,300,500,200,0.090000004
6587,Monna Felice,A,Republican Period,7,-300,-30,270,0.079999998
6587,Monna Felice,A,Early Imperial Period,8,-30,50,80,0.079999998
6588,Campo Reale,A,Republican Period,7,-300,-30,270,0.079999998
6588,Campo Reale,A,Early Imperial Period,8,-30,100,130,0.079999998
6589,Campo Reale,A,Republican Period,7,-300,-30,270,0.079999998
6589,Campo Reale,A,Early Imperial Period,8,-30,50,80,0.079999998
6590,Pontone di Valle,A,Republican Period,7,-300,-30,270,0.5
6590,Pontone di Valle,A,Early Imperial Period,8,-30,100,130,0.5
6590,Pontone di Valle,A,Mid-Imperial Period,9,100,300,200,0.5
6590,Pontone di Valle,A,Late Imperial Period,10,300,500,200,0.5
6591,Riserva delle Capanne,A,Republican Period,7,-300,-30,270,0.2
6591,Riserva delle Capanne,A,Early Imperial Period,8,-30,100,130,0.2
6591,Riserva delle Capanne,A,Mid-Imperial Period,9,100,300,200,0.2
6591,Riserva delle Capanne,A,Late Imperial Period,10,300,500,200,0.2
6592,Mandorleto,A,Republican Period,7,-300,-30,270,0.079999998
6592,Mandorleto,A,Early Imperial Period,8,-30,50,80,0.079999998
6593,Chiusi (Clusium),A,Late Bronze Age,3,-1200,-1020,180,20.282118
6593,Chiusi (Clusium),A,Early Iron Age,4,-1020,-750,270,20.282118
6593,Chiusi (Clusium),A,Late Iron Age,5,-750,-580,170,20.282118
6593,Chiusi (Clusium),A,Archaic Period,6,-580,-350,230,20.282118
6593,Chiusi (Clusium),A,Republican Period,7,-350,-30,320,20.282118
6593,Chiusi (Clusium),A,Early Imperial Period,8,-30,100,130,20.282118
6593,Chiusi (Clusium),A,Mid-Imperial Period,9,100,300,200,20.282118
6593,Chiusi (Clusium),A,Late Imperial Period,10,300,500,200,20.282118
6594,Passo Corese,A,Early Imperial Period,8,-30,100,130,0.15000001
6594,Passo Corese,A,Mid-Imperial Period,9,100,300,200,0.15000001
6594,Passo Corese,A,Late Imperial Period,10,300,500,200,0.15000001
6595,Passo Corese,A,Republican Period,7,-300,-30,270,0.2
6595,Passo Corese,A,Early Imperial Period,8,-30,100,130,0.2
6595,Passo Corese,A,Mid-Imperial Period,9,100,200,100,0.2
6596,Casacotta (Eretum),A,Early Iron Age,4,-800,-750,50,17.946911
6596,Casacotta (Eretum),A,Late Iron Age,5,-750,-580,170,17.946911
6596,Casacotta (Eretum),A,Archaic Period,6,-580,-350,230,17.946911
6596,Casacotta (Eretum),A,Republican Period,7,-350,-300,50,17.946911
6597,Valle della Mola,A,Republican Period,7,-300,-30,270,1.5623657
6597,Valle della Mola,A,Early Imperial Period,8,-30,100,130,1.5623657
6597,Valle della Mola,A,Mid-Imperial Period,9,100,300,200,1.5623657
6597,Valle della Mola,A,Late Imperial Period,10,300,500,200,1.5623657
6598,Valle della Mola,A,Late Iron Age,5,-600,-580,20,0.71313858
6598,Valle della Mola,A,Archaic Period,6,-580,-500,80,0.71313858
6598,Valle della Mola,B,Republican Period,7,-300,-100,200,0.71313858
6598,Valle della Mola,C,Early Imperial Period,8,0,100,100,0.71313858
6599,Aviatina,A,Late Iron Age,5,-700,-580,120,0.18678774
6599,Aviatina,A,Archaic Period,6,-580,-500,80,0.18678774
6599,Aviatina,B,Early Imperial Period,8,0,100,100,0.18678774
6599,Aviatina,B,Mid-Imperial Period,9,100,200,100,0.18678774
6600,Aviatina,A,Late Iron Age,5,-600,-580,20,0.057711057
6600,Aviatina,A,Archaic Period,6,-580,-500,80,0.057711057
6600,Aviatina,B,Republican Period,7,-300,-100,200,0.057711057
6601,Poggio dell'Asino,A,Late Bronze Age,3,-1200,-1020,180,0.066929542
6601,Poggio dell'Asino,A,Early Iron Age,4,-1020,-1000,20,0.066929542
6601,Poggio dell'Asino,B,Late Iron Age,5,-700,-600,100,0.066929542
6601,Poggio dell'Asino,C,Republican Period,7,-300,-100,200,0.066929542
6602,Migliore di Zambria,A,Mid-Imperial Period,9,200,300,100,0.038272869
6602,Migliore di Zambria,A,Late Imperial Period,10,300,500,200,0.038272869
6603,Migliore di Zambria,A,Republican Period,7,-200,-30,170,0.25997028
6603,Migliore di Zambria,A,Early Imperial Period,8,-30,100,130,0.25997028
6603,Migliore di Zambria,A,Mid-Imperial Period,9,100,200,100,0.25997028
6604,Madonna del Canneto,A,Republican Period,7,-200,-30,170,0.72383016
6604,Madonna del Canneto,A,Early Imperial Period,8,-30,100,130,0.72383016
6604,Madonna del Canneto,A,Mid-Imperial Period,9,100,300,200,0.72383016
6604,Madonna del Canneto,A,Late Imperial Period,10,300,400,100,0.72383016
6605,Prato dei Cavalieri,A,Republican Period,7,-200,-30,170,0.089655586
6605,Prato dei Cavalieri,A,Early Imperial Period,8,-30,100,130,0.089655586
6605,Prato dei Cavalieri,A,Mid-Imperial Period,9,100,300,200,0.089655586
6605,Prato dei Cavalieri,A,Late Imperial Period,10,300,500,200,0.089655586
6606,Polledrara,A,Republican Period,7,-300,-30,270,0.045970894
6606,Polledrara,A,Early Imperial Period,8,-30,100,130,0.045970894
6607,Polledrara,A,Republican Period,7,-300,-30,270,1.6196343
6607,Polledrara,A,Early Imperial Period,8,-30,100,130,1.6196343
6607,Polledrara,A,Mid-Imperial Period,9,100,300,200,1.6196343
6607,Polledrara,A,Late Imperial Period,10,300,500,200,1.6196343
6608,Polledrara,A,Late Iron Age,5,-600,-580,20,0.10269883
6608,Polledrara,A,Archaic Period,6,-580,-350,230,0.10269883
6608,Polledrara,A,Republican Period,7,-350,-30,320,0.10269883
6609,M. Abbadone,A,Republican Period,7,-200,-30,170,0.15714106
6609,M. Abbadone,A,Early Imperial Period,8,-30,100,130,0.15714106
6609,M. Abbadone,A,Mid-Imperial Period,9,100,200,100,0.15714106
6610,Migliorie di S. Paolo,A,Late Iron Age,5,-700,-580,120,0.4938114
6610,Migliorie di S. Paolo,A,Archaic Period,6,-580,-500,80,0.4938114
6610,Migliorie di S. Paolo,B,Republican Period,7,-300,-30,270,0.4938114
6610,Migliorie di S. Paolo,B,Early Imperial Period,8,-30,100,130,0.4938114
6610,Migliorie di S. Paolo,B,Mid-Imperial Period,9,100,300,200,0.4938114
6610,Migliorie di S. Paolo,B,Late Imperial Period,10,300,500,200,0.4938114
6611,Ponte Stretto,A,Republican Period,7,-200,-30,170,0.24095973
6611,Ponte Stretto,A,Early Imperial Period,8,-30,100,130,0.24095973
6611,Ponte Stretto,A,Mid-Imperial Period,9,100,300,200,0.24095973
6612,M. Abbadone,A,Late Iron Age,5,-700,-580,120,0.1978409
6612,M. Abbadone,A,Archaic Period,6,-580,-500,80,0.1978409
6612,M. Abbadone,B,Republican Period,7,-300,-30,270,0.1978409
6612,M. Abbadone,B,Early Imperial Period,8,-30,100,130,0.1978409
6612,M. Abbadone,B,Mid-Imperial Period,9,100,300,200,0.1978409
6612,M. Abbadone,B,Late Imperial Period,10,300,500,200,0.1978409
6613,M. Abbadone,A,Late Iron Age,5,-600,-580,20,0.43471521
6613,M. Abbadone,A,Archaic Period,6,-580,-400,180,0.43471521
6614,M. Abbadone,A,Republican Period,7,-300,-100,200,0.066748932
6615,Ponte Stretto,A,Late Iron Age,5,-600,-580,20,0.037771106
6615,Ponte Stretto,A,Archaic Period,6,-580,-400,180,0.037771106
6616,Fosso dei Due Ponti,A,Late Iron Age,5,-600,-580,20,0.027953088
6616,Fosso dei Due Ponti,A,Archaic Period,6,-580,-500,80,0.027953088
6617,Fosso dei Due Ponti,A,Early Bronze Age,1,-2300,-1700,600,0.048688151
6617,Fosso dei Due Ponti,A,Middle Bronze Age,2,-1700,-1300,400,0.048688151
6617,Fosso dei Due Ponti,A,Late Bronze Age,3,-1300,-1020,280,0.048688151
6617,Fosso dei Due Ponti,A,Early Iron Age,4,-1020,-1000,20,0.048688151
6618,Fosso dei Due Ponti,A,Middle Bronze Age,2,-1700,-1300,400,0.081970878
6619,Fosso dei Due Ponti,A,Middle Bronze Age,2,-1700,-1300,400,0.041367777
6620,Fosso dei Due Ponti,A,Early Bronze Age,1,-2300,-1700,600,0.037133422
6620,Fosso dei Due Ponti,A,Middle Bronze Age,2,-1700,-1300,400,0.037133422
6620,Fosso dei Due Ponti,A,Late Bronze Age,3,-1300,-1020,280,0.037133422
6620,Fosso dei Due Ponti,A,Early Iron Age,4,-1020,-1000,20,0.037133422
6621,Fosso dei Due Ponti,A,Republican Period,7,-100,-30,70,0.10735383
6621,Fosso dei Due Ponti,A,Early Imperial Period,8,-30,100,130,0.10735383
6622,M. Abbadone,A,Late Iron Age,5,-600,-580,20,0.06445007
6622,M. Abbadone,A,Archaic Period,6,-580,-500,80,0.06445007
6623,M. Abbadone,A,Republican Period,7,-300,-100,200,0.12504266
6623,M. Abbadone,B,Early Imperial Period,8,0,100,100,0.12504266
6624,Fosso della Maddalena,A,Early Bronze Age,1,-2300,-1700,600,0.028289877
6624,Fosso della Maddalena,A,Middle Bronze Age,2,-1700,-1300,400,0.028289877
6624,Fosso della Maddalena,A,Late Bronze Age,3,-1300,-1020,280,0.028289877
6624,Fosso della Maddalena,A,Early Iron Age,4,-1020,-1000,20,0.028289877
6624,Fosso della Maddalena,B,Late Iron Age,5,-600,-580,20,0.028289877
6624,Fosso della Maddalena,B,Archaic Period,6,-580,-500,80,0.028289877
6624,Fosso della Maddalena,C,Republican Period,7,-300,-200,100,0.028289877
6625,Fosso della Maddalena,A,Late Iron Age,5,-600,-580,20,0.033918709
6625,Fosso della Maddalena,A,Archaic Period,6,-580,-500,80,0.033918709
6625,Fosso della Maddalena,B,Mid-Imperial Period,9,100,300,200,0.033918709
6626,fosso della Maddalena,A,Early Bronze Age,1,-2300,-1700,600,0.19001637
6626,fosso della Maddalena,B,Late Bronze Age,3,-1200,-1020,180,0.19001637
6626,fosso della Maddalena,B,Early Iron Age,4,-1020,-1000,20,0.19001637
6626,fosso della Maddalena,C,Late Iron Age,5,-700,-600,100,0.19001637
6626,fosso della Maddalena,D,Early Imperial Period,8,0,100,100,0.19001637
6627,Macchia della Signora,A,Early Imperial Period,8,0,100,100,0.10195358
6628,Macchia della Signora,A,Late Bronze Age,3,-1300,-1020,280,0.11795206
6628,Macchia della Signora,A,Early Iron Age,4,-1020,-1000,20,0.11795206
6628,Macchia della Signora,B,Late Iron Age,5,-700,-580,120,0.11795206
6628,Macchia della Signora,B,Archaic Period,6,-580,-500,80,0.11795206
6628,Macchia della Signora,C,Republican Period,7,-300,-100,200,0.11795206
6628,Macchia della Signora,D,Early Imperial Period,8,0,100,100,0.11795206
6629,M. Abbadoncino,A,Republican Period,7,-300,-30,270,0.25604665
6629,M. Abbadoncino,A,Early Imperial Period,8,-30,100,130,0.25604665
6629,M. Abbadoncino,A,Mid-Imperial Period,9,100,300,200,0.25604665
6629,M. Abbadoncino,A,Late Imperial Period,10,300,500,200,0.25604665
6630,Valle del Ferraccio,A,Late Iron Age,5,-600,-580,20,0.045208745
6630,Valle del Ferraccio,A,Archaic Period,6,-580,-500,80,0.045208745
6630,Valle del Ferraccio,B,Early Imperial Period,8,0,100,100,0.045208745
6630,Valle del Ferraccio,B,Mid-Imperial Period,9,100,200,100,0.045208745
6631,I Due Ponti,A,Middle Bronze Age,2,-1700,-1300,400,0.028620385
6632,M. Abbadone,A,Early Bronze Age,1,-2300,-1700,600,0.048469868
6632,M. Abbadone,A,Middle Bronze Age,2,-1700,-1300,400,0.048469868
6632,M. Abbadone,A,Late Bronze Age,3,-1300,-1020,280,0.048469868
6632,M. Abbadone,A,Early Iron Age,4,-1020,-1000,20,0.048469868
6632,M. Abbadone,B,Late Iron Age,5,-600,-580,20,0.048469868
6632,M. Abbadone,B,Archaic Period,6,-580,-500,80,0.048469868
6633,Migliorie di S. Paolo,A,Late Iron Age,5,-600,-580,20,0.036033887
6633,Migliorie di S. Paolo,A,Archaic Period,6,-580,-500,80,0.036033887
6633,Migliorie di S. Paolo,B,Early Imperial Period,8,0,100,100,0.036033887
6633,Migliorie di S. Paolo,B,Mid-Imperial Period,9,100,200,100,0.036033887
6634,Ponte Stretto,A,Late Iron Age,5,-600,-580,20,0.052828781
6634,Ponte Stretto,A,Archaic Period,6,-580,-500,80,0.052828781
6634,Ponte Stretto,B,Republican Period,7,-300,-100,200,0.052828781
6635,Macchia della Signora,A,Late Iron Age,5,-600,-580,20,0.066581123
6635,Macchia della Signora,A,Archaic Period,6,-580,-500,80,0.066581123
6635,Macchia della Signora,B,Republican Period,7,-300,-100,200,0.066581123
6636,Migliorie di S. Paolo,A,Late Iron Age,5,-700,-580,120,0.056385867
6636,Migliorie di S. Paolo,A,Archaic Period,6,-580,-500,80,0.056385867
6636,Migliorie di S. Paolo,B,Republican Period,7,-300,-100,200,0.056385867
6637,Migliorie di S. Paolo,A,Late Iron Age,5,-600,-580,20,0.075816184
6637,Migliorie di S. Paolo,A,Archaic Period,6,-580,-500,80,0.075816184
6637,Migliorie di S. Paolo,B,Early Imperial Period,8,0,100,100,0.075816184
6637,Migliorie di S. Paolo,B,Mid-Imperial Period,9,100,300,200,0.075816184
6637,Migliorie di S. Paolo,B,Late Imperial Period,10,300,400,100,0.075816184
6638,Migliorie di Passo di Palo,A,Late Iron Age,5,-600,-580,20,0.039642472
6638,Migliorie di Passo di Palo,A,Archaic Period,6,-580,-500,80,0.039642472
6638,Migliorie di Passo di Palo,B,Republican Period,7,-300,-100,200,0.039642472
6639,Migliorie di Passo di Palo,A,Late Iron Age,5,-600,-580,20,0.031320792
6639,Migliorie di Passo di Palo,A,Archaic Period,6,-580,-500,80,0.031320792
6639,Migliorie di Passo di Palo,B,Republican Period,7,-200,-100,100,0.031320792
6640,Migliorie di Passo di Palo,A,Late Iron Age,5,-600,-580,20,0.02751972
6640,Migliorie di Passo di Palo,A,Archaic Period,6,-580,-500,80,0.02751972
6641,Migliorie di S. Paolo,A,Late Iron Age,5,-600,-580,20,0.035311915
6641,Migliorie di S. Paolo,A,Archaic Period,6,-580,-500,80,0.035311915
6641,Migliorie di S. Paolo,B,Republican Period,7,-300,-30,270,0.035311915
6641,Migliorie di S. Paolo,B,Early Imperial Period,8,-30,100,130,0.035311915
6641,Migliorie di S. Paolo,B,Mid-Imperial Period,9,100,300,200,0.035311915
6641,Migliorie di S. Paolo,B,Late Imperial Period,10,300,500,200,0.035311915
6642,Migliorie di Passo di Palo,A,Late Iron Age,5,-600,-580,20,0.040126421
6642,Migliorie di Passo di Palo,A,Archaic Period,6,-580,-500,80,0.040126421
6642,Migliorie di Passo di Palo,B,Republican Period,7,-300,-100,200,0.040126421
6643,Migliorie di S. Paolo,A,Republican Period,7,-300,-30,270,0.092157163
6643,Migliorie di S. Paolo,A,Early Imperial Period,8,-30,100,130,0.092157163
6643,Migliorie di S. Paolo,A,Mid-Imperial Period,9,100,300,200,0.092157163
6643,Migliorie di S. Paolo,A,Late Imperial Period,10,300,400,100,0.092157163
6644,Migliorie di S. Paolo,A,Late Iron Age,5,-600,-580,20,0.044064224
6644,Migliorie di S. Paolo,A,Archaic Period,6,-580,-500,80,0.044064224
6645,Migliorie di Passo di Paolo,A,Late Iron Age,5,-600,-580,20,0.062733106
6645,Migliorie di Passo di Paolo,A,Archaic Period,6,-580,-500,80,0.062733106
6645,Migliorie di Passo di Paolo,B,Republican Period,7,-300,-100,200,0.062733106
6646,Migliorie di Passo di Palo,A,Late Iron Age,5,-600,-580,20,0.13777119
6646,Migliorie di Passo di Palo,A,Archaic Period,6,-580,-500,80,0.13777119
6646,Migliorie di Passo di Palo,B,Republican Period,7,-300,-100,200,0.13777119
6647,Infernaccio,A,Late Iron Age,5,-600,-580,20,0.061817165
6647,Infernaccio,A,Archaic Period,6,-580,-500,80,0.061817165
6647,Infernaccio,B,Republican Period,7,-300,-200,100,0.061817165
6647,Infernaccio,C,Mid-Imperial Period,9,100,300,200,0.061817165
6648,Porrazzetta,A,Late Iron Age,5,-600,-580,20,0.16626741
6648,Porrazzetta,A,Archaic Period,6,-580,-500,80,0.16626741
6648,Porrazzetta,B,Republican Period,7,-300,-30,270,0.16626741
6648,Porrazzetta,B,Early Imperial Period,8,-30,100,130,0.16626741
6648,Porrazzetta,B,Mid-Imperial Period,9,100,300,200,0.16626741
6649,Porrazzetta,A,Early Bronze Age,1,-2300,-1700,600,0.037620146
6649,Porrazzetta,A,Middle Bronze Age,2,-1700,-1300,400,0.037620146
6649,Porrazzetta,A,Late Bronze Age,3,-1300,-1020,280,0.037620146
6649,Porrazzetta,A,Early Iron Age,4,-1020,-1000,20,0.037620146
6650,Porrazzetta,A,Republican Period,7,-300,-30,270,0.51974458
6650,Porrazzetta,A,Early Imperial Period,8,-30,100,130,0.51974458
6650,Porrazzetta,A,Mid-Imperial Period,9,100,300,200,0.51974458
6650,Porrazzetta,A,Late Imperial Period,10,300,400,100,0.51974458
6651,La Croce Bianca,A,Early Imperial Period,8,-30,100,130,0.15142918
6651,La Croce Bianca,A,Mid-Imperial Period,9,100,300,200,0.15142918
6652,La Croce Bianca,A,Republican Period,7,-200,-30,170,1.4633455
6652,La Croce Bianca,A,Early Imperial Period,8,-30,100,130,1.4633455
6652,La Croce Bianca,A,Mid-Imperial Period,9,100,300,200,1.4633455
6652,La Croce Bianca,A,Late Imperial Period,10,300,500,200,1.4633455
6653,Porrazeta,A,Late Iron Age,5,-600,-580,20,0.076595709
6653,Porrazeta,A,Archaic Period,6,-580,-500,80,0.076595709
6653,Porrazeta,B,Early Imperial Period,8,0,100,100,0.076595709
6654,Porazzeta,A,Early Imperial Period,8,0,100,100,0.032763336
6654,Porazzeta,A,Mid-Imperial Period,9,100,300,200,0.032763336
6655,Porazzetta,A,Late Iron Age,5,-600,-580,20,0.026940158
6655,Porazzetta,A,Archaic Period,6,-580,-500,80,0.026940158
6655,Porazzetta,B,Republican Period,7,-300,-30,270,0.026940158
6655,Porazzetta,B,Early Imperial Period,8,-30,100,130,0.026940158
6655,Porazzetta,B,Mid-Imperial Period,9,100,300,200,0.026940158
6655,Porazzetta,B,Late Imperial Period,10,300,500,200,0.026940158
6656,Porazzetta,A,Late Iron Age,5,-600,-580,20,0.041132256
6656,Porazzetta,A,Archaic Period,6,-580,-500,80,0.041132256
6656,Porazzetta,B,Early Imperial Period,8,0,100,100,0.041132256
6657,Porrazzeta,A,Early Imperial Period,8,0,100,100,0.048448678
6657,Porrazzeta,A,Mid-Imperial Period,9,100,200,100,0.048448678
6658,Porrazzeta,A,Late Iron Age,5,-600,-580,20,0.14791168
6658,Porrazzeta,A,Archaic Period,6,-580,-500,80,0.14791168
6658,Porrazzeta,B,Republican Period,7,-300,-30,270,0.14791168
6658,Porrazzeta,B,Early Imperial Period,8,-30,100,130,0.14791168
6658,Porrazzeta,B,Mid-Imperial Period,9,100,200,100,0.14791168
6659,Porrazzeta,A,Late Iron Age,5,-600,-580,20,0.39685339
6659,Porrazzeta,A,Archaic Period,6,-580,-500,80,0.39685339
6659,Porrazzeta,B,Republican Period,7,-200,-30,170,0.39685339
6659,Porrazzeta,B,Early Imperial Period,8,-30,100,130,0.39685339
6659,Porrazzeta,B,Mid-Imperial Period,9,100,200,100,0.39685339
6660,Porrazzeta,A,Late Iron Age,5,-600,-580,20,0.040605474
